person_id,crash_id,road_user,gender,age,age_group,load_ts
390,20242064,Pedal cyclist,Male,27,26_to_39,2025-05-06T08:22:34
391,20242164,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
392,20244035,Driver,Male,75,75_or_older,2025-05-06T08:22:34
393,20243018,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
394,20242086,Motorcycle rider,Male,51,40_to_64,2025-05-06T08:22:34
395,20243217,Pedestrian,Male,67,65_to_74,2025-05-06T08:22:34
396,20243251,Passenger,Female,36,26_to_39,2025-05-06T08:22:34
397,20243058,Passenger,Female,3,0_to_16,2025-05-06T08:22:34
398,20244046,Driver,Male,47,40_to_64,2025-05-06T08:22:34
399,20243085,Pedestrian,Male,70,65_to_74,2025-05-06T08:22:34
400,20244039,Driver,Male,38,26_to_39,2025-05-06T08:22:34
401,20243240,Driver,Male,79,75_or_older,2025-05-06T08:22:34
402,20246002,Driver,Male,24,17_to_25,2025-05-06T08:22:34
403,20246002,Passenger,Male,27,26_to_39,2025-05-06T08:22:34
404,20242099,Passenger,Female,68,65_to_74,2025-05-06T08:22:34
405,20242099,Driver,Male,65,65_to_74,2025-05-06T08:22:34
406,20243063,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
407,20241176,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
408,20247022,Driver,Male,28,26_to_39,2025-05-06T08:22:34
409,20241086,Pedestrian,Male,50,40_to_64,2025-05-06T08:22:34
410,20241224,Passenger,Male,16,0_to_16,2025-05-06T08:22:34
411,20241265,Motorcycle rider,Male,27,26_to_39,2025-05-06T08:22:34
412,20241202,Pedestrian,Female,96,75_or_older,2025-05-06T08:22:34
413,20246023,Driver,Male,59,40_to_64,2025-05-06T08:22:34
414,20241293,Driver,Male,55,40_to_64,2025-05-06T08:22:34
415,20241299,Driver,Male,60,40_to_64,2025-05-06T08:22:34
416,20244078,Pedestrian,Male,80,75_or_older,2025-05-06T08:22:34
417,20243164,Pedestrian,Male,57,40_to_64,2025-05-06T08:22:34
418,20242201,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
419,20241307,Driver,Male,43,40_to_64,2025-05-06T08:22:34
420,20242074,Driver,Male,23,17_to_25,2025-05-06T08:22:34
421,20242074,Driver,Male,59,40_to_64,2025-05-06T08:22:34
422,20241243,Driver,Male,25,17_to_25,2025-05-06T08:22:34
423,20241243,Driver,Male,63,40_to_64,2025-05-06T08:22:34
424,20247034,Pedestrian,Female,20,17_to_25,2025-05-06T08:22:34
425,20241260,Driver,Male,20,17_to_25,2025-05-06T08:22:34
426,20243004,Driver,Male,34,26_to_39,2025-05-06T08:22:34
427,20246014,Motorcycle rider,Male,23,17_to_25,2025-05-06T08:22:34
428,20246014,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
429,20242024,Driver,Male,75,75_or_older,2025-05-06T08:22:34
430,20243169,Motorcycle rider,Male,71,65_to_74,2025-05-06T08:22:34
431,20243081,Driver,Male,78,75_or_older,2025-05-06T08:22:34
432,20243081,Driver,Male,55,40_to_64,2025-05-06T08:22:34
433,20242169,Driver,Male,61,40_to_64,2025-05-06T08:22:34
434,20241110,Motorcycle rider,Male,49,40_to_64,2025-05-06T08:22:34
435,20241082,Motorcycle rider,Male,17,17_to_25,2025-05-06T08:22:34
436,20241159,Driver,Male,40,40_to_64,2025-05-06T08:22:34
437,20246022,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
438,20241229,Driver,Male,16,0_to_16,2025-05-06T08:22:34
439,20242026,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
440,20242268,Pedestrian,Male,53,40_to_64,2025-05-06T08:22:34
441,20242238,Pedal cyclist,Male,63,40_to_64,2025-05-06T08:22:34
442,20242122,Pedal cyclist,Female,56,40_to_64,2025-05-06T08:22:34
443,20241046,Passenger,Male,20,17_to_25,2025-05-06T08:22:34
444,20241046,Passenger,Female,18,17_to_25,2025-05-06T08:22:34
445,20241046,Passenger,Female,20,17_to_25,2025-05-06T08:22:34
446,20243192,Driver,Male,87,75_or_older,2025-05-06T08:22:34
447,20241032,Driver,Female,55,40_to_64,2025-05-06T08:22:34
448,20241032,Passenger,Male,54,40_to_64,2025-05-06T08:22:34
449,20241031,Motorcycle rider,Male,16,0_to_16,2025-05-06T08:22:34
450,20243254,Pedal cyclist,Male,63,40_to_64,2025-05-06T08:22:34
451,20243133,Driver,Male,33,26_to_39,2025-05-06T08:22:34
452,20241203,Driver,Male,67,65_to_74,2025-05-06T08:22:34
453,20243118,Driver,Male,33,26_to_39,2025-05-06T08:22:34
454,20243173,Pedal cyclist,Male,69,65_to_74,2025-05-06T08:22:34
455,20243199,Driver,Male,56,40_to_64,2025-05-06T08:22:34
456,20244003,Driver,Male,71,65_to_74,2025-05-06T08:22:34
457,20241298,Driver,Male,67,65_to_74,2025-05-06T08:22:34
458,20242112,Driver,Female,28,26_to_39,2025-05-06T08:22:34
459,20242112,Passenger,Male,3,0_to_16,2025-05-06T08:22:34
460,20243092,Driver,Male,59,40_to_64,2025-05-06T08:22:34
461,20243042,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
462,20244005,Driver,Male,84,75_or_older,2025-05-06T08:22:34
463,20243178,Motorcycle rider,Male,51,40_to_64,2025-05-06T08:22:34
464,20244050,Driver,Female,85,75_or_older,2025-05-06T08:22:34
465,20241208,Driver,Male,39,26_to_39,2025-05-06T08:22:34
466,20242259,Driver,Male,67,65_to_74,2025-05-06T08:22:34
467,20242212,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
468,20243019,Motorcycle rider,Male,26,26_to_39,2025-05-06T08:22:34
469,20241036,Driver,Male,32,26_to_39,2025-05-06T08:22:34
470,20242226,Pedestrian,Female,64,40_to_64,2025-05-06T08:22:34
471,20247007,Driver,Male,73,65_to_74,2025-05-06T08:22:34
472,20243074,Pedal cyclist,Male,11,0_to_16,2025-05-06T08:22:34
473,20241003,Driver,Male,63,40_to_64,2025-05-06T08:22:34
474,20241277,Motorcycle rider,Male,17,17_to_25,2025-05-06T08:22:34
475,20241249,Pedestrian,Male,83,75_or_older,2025-05-06T08:22:34
476,20242020,Motorcycle rider,Male,25,17_to_25,2025-05-06T08:22:34
477,20242108,Driver,Male,28,26_to_39,2025-05-06T08:22:34
478,20243120,Motorcycle rider,Male,57,40_to_64,2025-05-06T08:22:34
479,20242187,Driver,Male,33,26_to_39,2025-05-06T08:22:34
480,20243116,Passenger,Male,60,40_to_64,2025-05-06T08:22:34
481,20243116,Driver,Male,67,65_to_74,2025-05-06T08:22:34
482,20242133,Driver,Male,59,40_to_64,2025-05-06T08:22:34
483,20241092,Passenger,Male,17,17_to_25,2025-05-06T08:22:34
484,20242121,Driver,Male,29,26_to_39,2025-05-06T08:22:34
485,20243214,Driver,Male,32,26_to_39,2025-05-06T08:22:34
486,20241118,Driver,Female,72,65_to_74,2025-05-06T08:22:34
487,20243157,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
488,20241190,Driver,Male,47,40_to_64,2025-05-06T08:22:34
489,20241097,Passenger,Male,82,75_or_older,2025-05-06T08:22:34
490,20242265,Passenger,Female,17,17_to_25,2025-05-06T08:22:34
491,20242265,Driver,Male,18,17_to_25,2025-05-06T08:22:34
492,20241250,Driver,Male,80,75_or_older,2025-05-06T08:22:34
493,20242200,Driver,Male,18,17_to_25,2025-05-06T08:22:34
494,20242234,Driver,Male,18,17_to_25,2025-05-06T08:22:34
495,20242048,Motorcycle rider,Female,26,26_to_39,2025-05-06T08:22:34
496,20242003,Driver,Male,73,65_to_74,2025-05-06T08:22:34
497,20243252,Driver,Female,33,26_to_39,2025-05-06T08:22:34
498,20243252,Passenger,Male,0,0_to_16,2025-05-06T08:22:34
499,20243061,Driver,Male,18,17_to_25,2025-05-06T08:22:34
500,20242162,Motorcycle rider,Male,20,17_to_25,2025-05-06T08:22:34
501,20244071,Driver,Male,58,40_to_64,2025-05-06T08:22:34
502,20241047,Pedestrian,Male,61,40_to_64,2025-05-06T08:22:34
503,20241205,Pedestrian,Male,80,75_or_older,2025-05-06T08:22:34
504,20241024,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
505,20242096,Pedestrian,Male,30,26_to_39,2025-05-06T08:22:34
506,20242240,Pedestrian,Female,29,26_to_39,2025-05-06T08:22:34
507,20243139,Pedestrian,Male,44,40_to_64,2025-05-06T08:22:34
508,20243075,Passenger,Female,24,17_to_25,2025-05-06T08:22:34
509,20244051,Driver,Female,85,75_or_older,2025-05-06T08:22:34
510,20241070,Driver,Male,47,40_to_64,2025-05-06T08:22:34
511,20244079,Driver,Male,84,75_or_older,2025-05-06T08:22:34
512,20243051,Passenger,Female,15,0_to_16,2025-05-06T08:22:34
513,20243051,Driver,Male,54,40_to_64,2025-05-06T08:22:34
514,20243051,Passenger,Male,8,0_to_16,2025-05-06T08:22:34
515,20242237,Pedestrian,Female,81,75_or_older,2025-05-06T08:22:34
516,20243148,Motorcycle rider,Male,36,26_to_39,2025-05-06T08:22:34
517,20242157,Pedestrian,Male,83,75_or_older,2025-05-06T08:22:34
518,20244022,Passenger,Male,63,40_to_64,2025-05-06T08:22:34
519,20241142,Driver,Male,85,75_or_older,2025-05-06T08:22:34
520,20241124,Driver,Male,46,40_to_64,2025-05-06T08:22:34
521,20241010,Driver,Male,19,17_to_25,2025-05-06T08:22:34
522,20241252,Driver,Female,76,75_or_older,2025-05-06T08:22:34
523,20243155,Driver,Male,44,40_to_64,2025-05-06T08:22:34
524,20243163,Motorcycle rider,Male,55,40_to_64,2025-05-06T08:22:34
525,20243269,Driver,Male,73,65_to_74,2025-05-06T08:22:34
526,20243056,Motorcycle rider,Male,57,40_to_64,2025-05-06T08:22:34
527,20243049,Passenger,Male,49,40_to_64,2025-05-06T08:22:34
528,20243103,Pedal cyclist,Male,57,40_to_64,2025-05-06T08:22:34
529,20242233,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
530,20243014,Driver,Male,72,65_to_74,2025-05-06T08:22:34
531,20241198,Driver,Male,64,40_to_64,2025-05-06T08:22:34
532,20242249,Pedestrian,Male,81,75_or_older,2025-05-06T08:22:34
533,20243154,Passenger,Female,33,26_to_39,2025-05-06T08:22:34
534,20243154,Passenger,Female,56,40_to_64,2025-05-06T08:22:34
535,20243154,Passenger,Female,21,17_to_25,2025-05-06T08:22:34
536,20241100,Motorcycle rider,Male,35,26_to_39,2025-05-06T08:22:34
537,20241074,Motorcycle rider,Male,63,40_to_64,2025-05-06T08:22:34
538,20243263,Driver,Female,68,65_to_74,2025-05-06T08:22:34
539,20242016,Driver,Male,30,26_to_39,2025-05-06T08:22:34
540,20244017,Motorcycle rider,Male,66,65_to_74,2025-05-06T08:22:34
541,20244009,Pedal cyclist,Male,54,40_to_64,2025-05-06T08:22:34
542,20242085,Passenger,Female,81,75_or_older,2025-05-06T08:22:34
543,20244012,Driver,Male,68,65_to_74,2025-05-06T08:22:34
544,20243205,Driver,Male,45,40_to_64,2025-05-06T08:22:34
545,20241035,Pedestrian,Male,78,75_or_older,2025-05-06T08:22:34
546,20241161,Pedestrian,Male,27,26_to_39,2025-05-06T08:22:34
547,20241062,Motorcycle rider,Male,68,65_to_74,2025-05-06T08:22:34
548,20243119,Motorcycle rider,Male,36,26_to_39,2025-05-06T08:22:34
549,20241155,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
550,20243152,Driver,Male,51,40_to_64,2025-05-06T08:22:34
551,20243053,Driver,Male,27,26_to_39,2025-05-06T08:22:34
552,20241039,Pedal cyclist,Male,47,40_to_64,2025-05-06T08:22:34
553,20242154,Passenger,Male,43,40_to_64,2025-05-06T08:22:34
554,20242154,Passenger,Male,34,26_to_39,2025-05-06T08:22:34
555,20243215,Driver,Male,84,75_or_older,2025-05-06T08:22:34
556,20243026,Motorcycle rider,Male,25,17_to_25,2025-05-06T08:22:34
557,20241050,Driver,Male,22,17_to_25,2025-05-06T08:22:34
558,20243271,Driver,Female,63,40_to_64,2025-05-06T08:22:34
559,20241133,Driver,Male,25,17_to_25,2025-05-06T08:22:34
560,20248008,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
561,20244037,Driver,Male,73,65_to_74,2025-05-06T08:22:34
562,20242143,Motorcycle rider,Male,15,0_to_16,2025-05-06T08:22:34
563,20241273,Pedestrian,Male,43,40_to_64,2025-05-06T08:22:34
564,20242067,Motorcycle rider,Female,20,17_to_25,2025-05-06T08:22:34
565,20242214,Driver,Male,64,40_to_64,2025-05-06T08:22:34
566,20243238,Driver,Male,49,40_to_64,2025-05-06T08:22:34
567,20242011,Pedestrian,Female,61,40_to_64,2025-05-06T08:22:34
568,20241180,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
569,20241059,Passenger,Female,59,40_to_64,2025-05-06T08:22:34
570,20241021,Driver,Male,90,75_or_older,2025-05-06T08:22:34
571,20242254,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
572,20243256,Driver,Male,25,17_to_25,2025-05-06T08:22:34
573,20241245,Driver,Male,60,40_to_64,2025-05-06T08:22:34
574,20243126,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
575,20244082,Passenger,Female,63,40_to_64,2025-05-06T08:22:34
576,20244082,Driver,Male,67,65_to_74,2025-05-06T08:22:34
577,20241108,Pedestrian,Male,87,75_or_older,2025-05-06T08:22:34
578,20242137,Motorcycle rider,Male,50,40_to_64,2025-05-06T08:22:34
579,20241005,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
580,20241051,Driver,Male,19,17_to_25,2025-05-06T08:22:34
581,20243128,Motorcycle rider,Male,33,26_to_39,2025-05-06T08:22:34
582,20242109,Pedestrian,Female,40,40_to_64,2025-05-06T08:22:34
583,20241116,Driver,Male,69,65_to_74,2025-05-06T08:22:34
584,20243226,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
585,20242092,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
586,20242125,Motorcycle rider,Male,23,17_to_25,2025-05-06T08:22:34
587,20244077,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
588,20242049,Pedestrian,Female,73,65_to_74,2025-05-06T08:22:34
589,20243265,Driver,Male,42,40_to_64,2025-05-06T08:22:34
590,20243122,Pedestrian,Female,43,40_to_64,2025-05-06T08:22:34
591,20243151,Pedestrian,Male,44,40_to_64,2025-05-06T08:22:34
592,20241283,Driver,Male,31,26_to_39,2025-05-06T08:22:34
593,20242262,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
594,20242100,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
595,20242211,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
596,20241168,Passenger,Female,11,0_to_16,2025-05-06T08:22:34
597,20241168,Passenger,Male,41,40_to_64,2025-05-06T08:22:34
598,20241162,Driver,Female,68,65_to_74,2025-05-06T08:22:34
599,20241162,Driver,Male,25,17_to_25,2025-05-06T08:22:34
600,20241073,Pedestrian,Male,29,26_to_39,2025-05-06T08:22:34
601,20243097,Passenger,Female,81,75_or_older,2025-05-06T08:22:34
602,20243097,Driver,Male,54,40_to_64,2025-05-06T08:22:34
603,20243097,Passenger,Male,84,75_or_older,2025-05-06T08:22:34
604,20242182,Driver,Male,93,75_or_older,2025-05-06T08:22:34
605,20243123,Driver,Female,84,75_or_older,2025-05-06T08:22:34
606,20242044,Driver,Female,85,75_or_older,2025-05-06T08:22:34
607,20241120,Driver,Male,61,40_to_64,2025-05-06T08:22:34
608,20242266,Pedestrian,Male,18,17_to_25,2025-05-06T08:22:34
609,20241048,Driver,Female,18,17_to_25,2025-05-06T08:22:34
610,20243023,Passenger,Male,30,26_to_39,2025-05-06T08:22:34
611,20243137,Driver,Male,65,65_to_74,2025-05-06T08:22:34
612,20241200,Pedestrian,Female,76,75_or_older,2025-05-06T08:22:34
613,20242151,Driver,Female,35,26_to_39,2025-05-06T08:22:34
614,20242151,Driver,Male,20,17_to_25,2025-05-06T08:22:34
615,20242223,Driver,Female,38,26_to_39,2025-05-06T08:22:34
616,20241259,Driver,Male,75,75_or_older,2025-05-06T08:22:34
617,20241264,Pedestrian,Male,74,65_to_74,2025-05-06T08:22:34
618,20243086,Driver,Male,19,17_to_25,2025-05-06T08:22:34
619,20242215,Driver,Female,89,75_or_older,2025-05-06T08:22:34
620,20246012,Driver,Female,62,40_to_64,2025-05-06T08:22:34
621,20244068,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
622,20241296,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
623,20241006,Motorcycle rider,Male,26,26_to_39,2025-05-06T08:22:34
624,20241006,Motorcycle pillion passenger,Female,24,17_to_25,2025-05-06T08:22:34
625,20241258,Pedestrian,Male,38,26_to_39,2025-05-06T08:22:34
626,20241290,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
627,20241056,Driver,Male,30,26_to_39,2025-05-06T08:22:34
628,20241290,Driver,Female,20,17_to_25,2025-05-06T08:22:34
629,20242014,Driver,Male,21,17_to_25,2025-05-06T08:22:34
630,20241251,Driver,Male,20,17_to_25,2025-05-06T08:22:34
631,20243076,Driver,Female,32,26_to_39,2025-05-06T08:22:34
632,20243162,Driver,Male,72,65_to_74,2025-05-06T08:22:34
633,20242027,Driver,Female,79,75_or_older,2025-05-06T08:22:34
634,20243029,Passenger,Female,24,17_to_25,2025-05-06T08:22:34
635,20243029,Driver,Male,56,40_to_64,2025-05-06T08:22:34
636,20242179,Driver,Female,84,75_or_older,2025-05-06T08:22:34
637,20244080,Driver,Male,49,40_to_64,2025-05-06T08:22:34
638,20242241,Motorcycle rider,Male,56,40_to_64,2025-05-06T08:22:34
639,20244047,Driver,Male,19,17_to_25,2025-05-06T08:22:34
640,20241041,Passenger,Male,22,17_to_25,2025-05-06T08:22:34
641,20241165,Driver,Male,37,26_to_39,2025-05-06T08:22:34
642,20242077,Driver,Male,65,65_to_74,2025-05-06T08:22:34
643,20242078,Driver,Male,80,75_or_older,2025-05-06T08:22:34
644,20242017,Driver,Female,56,40_to_64,2025-05-06T08:22:34
645,20243223,Driver,Male,24,17_to_25,2025-05-06T08:22:34
646,20241271,Passenger,Male,4,0_to_16,2025-05-06T08:22:34
647,20242217,Motorcycle rider,Male,53,40_to_64,2025-05-06T08:22:34
648,20242245,Driver,Male,45,40_to_64,2025-05-06T08:22:34
649,20241170,Driver,Male,36,26_to_39,2025-05-06T08:22:34
650,20242199,Driver,Male,74,65_to_74,2025-05-06T08:22:34
651,20241177,Passenger,Female,32,26_to_39,2025-05-06T08:22:34
652,20246015,Pedestrian,Male,12,0_to_16,2025-05-06T08:22:34
653,20242165,Passenger,Female,16,0_to_16,2025-05-06T08:22:34
654,20241011,Pedestrian,Male,76,75_or_older,2025-05-06T08:22:34
655,20243260,Driver,Male,78,75_or_older,2025-05-06T08:22:34
656,20243260,Passenger,Female,76,75_or_older,2025-05-06T08:22:34
657,20243260,Passenger,Female,74,65_to_74,2025-05-06T08:22:34
658,20241083,Driver,Male,96,75_or_older,2025-05-06T08:22:34
659,20241083,Driver,Male,27,26_to_39,2025-05-06T08:22:34
660,20246006,Driver,Male,61,40_to_64,2025-05-06T08:22:34
661,20244058,Pedal cyclist,Male,76,75_or_older,2025-05-06T08:22:34
662,20243218,Driver,Female,22,17_to_25,2025-05-06T08:22:34
663,20241089,Pedal cyclist,Male,70,65_to_74,2025-05-06T08:22:34
664,20243146,Driver,Male,41,40_to_64,2025-05-06T08:22:34
665,20241295,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
666,20243264,Passenger,Female,28,26_to_39,2025-05-06T08:22:34
667,20241136,Passenger,Female,82,75_or_older,2025-05-06T08:22:34
668,20241281,Driver,Male,38,26_to_39,2025-05-06T08:22:34
669,20241136,Driver,Male,83,75_or_older,2025-05-06T08:22:34
670,20241076,Driver,Female,73,65_to_74,2025-05-06T08:22:34
671,20244073,Driver,Male,94,75_or_older,2025-05-06T08:22:34
672,20242094,Driver,Male,25,17_to_25,2025-05-06T08:22:34
673,20241058,Driver,Male,23,17_to_25,2025-05-06T08:22:34
674,20241019,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
675,20241275,Driver,Male,21,17_to_25,2025-05-06T08:22:34
676,20243222,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
677,20241065,Driver,Male,32,26_to_39,2025-05-06T08:22:34
678,20243094,Passenger,Female,91,75_or_older,2025-05-06T08:22:34
679,20243145,Driver,Female,77,75_or_older,2025-05-06T08:22:34
680,20241305,Pedal cyclist,Male,31,26_to_39,2025-05-06T08:22:34
681,20242146,Motorcycle rider,Male,18,17_to_25,2025-05-06T08:22:34
682,20242146,Driver,Male,60,40_to_64,2025-05-06T08:22:34
683,20241231,Driver,Male,21,17_to_25,2025-05-06T08:22:34
684,20241145,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
685,20241228,Driver,Male,34,26_to_39,2025-05-06T08:22:34
686,20243030,Passenger,Female,43,40_to_64,2025-05-06T08:22:34
687,20243034,Driver,Male,32,26_to_39,2025-05-06T08:22:34
688,20242058,Pedestrian,Male,59,40_to_64,2025-05-06T08:22:34
689,20241085,Pedestrian,Female,30,26_to_39,2025-05-06T08:22:34
690,20243091,Motorcycle rider,Male,72,65_to_74,2025-05-06T08:22:34
691,20243184,Driver,Female,76,75_or_older,2025-05-06T08:22:34
692,20242104,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
693,20248004,Motorcycle rider,Male,46,40_to_64,2025-05-06T08:22:34
694,20242101,Motorcycle rider,Female,67,65_to_74,2025-05-06T08:22:34
695,20243195,Driver,Male,57,40_to_64,2025-05-06T08:22:34
696,20243055,Driver,Female,66,65_to_74,2025-05-06T08:22:34
697,20241212,Driver,Male,25,17_to_25,2025-05-06T08:22:34
698,20241241,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
699,20243071,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
700,20241171,Driver,Female,51,40_to_64,2025-05-06T08:22:34
701,20243193,Passenger,Female,41,40_to_64,2025-05-06T08:22:34
702,20243193,Passenger,Male,25,17_to_25,2025-05-06T08:22:34
703,20244011,Driver,Male,25,17_to_25,2025-05-06T08:22:34
704,20244011,Driver,Male,77,75_or_older,2025-05-06T08:22:34
705,20244011,Passenger,Male,45,40_to_64,2025-05-06T08:22:34
706,20242225,Driver,Male,32,26_to_39,2025-05-06T08:22:34
707,20242160,Driver,Female,49,40_to_64,2025-05-06T08:22:34
708,20241183,Driver,Male,56,40_to_64,2025-05-06T08:22:34
709,20241025,Driver,Male,41,40_to_64,2025-05-06T08:22:34
710,20241079,Motorcycle pillion passenger,Female,15,0_to_16,2025-05-06T08:22:34
711,20241079,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
712,20246010,Driver,Male,66,65_to_74,2025-05-06T08:22:34
713,20242235,Passenger,Female,24,17_to_25,2025-05-06T08:22:34
714,20242113,Driver,Male,77,75_or_older,2025-05-06T08:22:34
715,20242025,Driver,Male,62,40_to_64,2025-05-06T08:22:34
716,20241148,Pedestrian,Female,78,75_or_older,2025-05-06T08:22:34
717,20241262,Pedestrian,Male,66,65_to_74,2025-05-06T08:22:34
718,20241172,Driver,Male,43,40_to_64,2025-05-06T08:22:34
719,20242192,Driver,Male,80,75_or_older,2025-05-06T08:22:34
720,20241014,Driver,Male,58,40_to_64,2025-05-06T08:22:34
721,20242191,Passenger,Male,87,75_or_older,2025-05-06T08:22:34
722,20243189,Driver,Female,70,65_to_74,2025-05-06T08:22:34
723,20244033,Pedestrian,Male,26,26_to_39,2025-05-06T08:22:34
724,20241206,Driver,Male,29,26_to_39,2025-05-06T08:22:34
